SourcePDF,Page,Grader,GeneratedAt,Part,QRText,QRStatus,PrintoutPart,PrintoutPartStatus,PrintoutPartConfidence,ArUcoMarkersDetected,ArUcoMarkerNames,ArUcoMissingMarkers,AlignmentMode,Question,Code,Detected1,Detected2,Detected3,Detected4,Correct1,Correct2,Correct3,Correct4,Result1,Result2,Result3,Result4,CorrectCount,GradableCount,QuestionScore,QuestionMaxScore,DetectedT,DetectedF,Empty,Ambiguous,TotalCorrect,TotalIncorrect,TotalMissing,TotalScore,TotalMaxScore
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,11,B11,T,T,T,T,T,F,T,F,correct,incorrect,correct,incorrect,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,12,B12,F,F,T,T,T,F,T,F,incorrect,correct,correct,incorrect,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,13,B13,F,T,F,F,T,F,T,F,incorrect,incorrect,incorrect,correct,1,4,0.2,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,14,B14,T,T,T,T,T,F,T,F,correct,incorrect,correct,incorrect,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,15,B15,F,F,T,T,T,F,T,F,incorrect,correct,correct,incorrect,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,16,B16,F,F,F,T,T,F,T,F,incorrect,correct,incorrect,incorrect,1,4,0.2,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,17,B17,F,T,F,T,T,F,T,F,incorrect,incorrect,incorrect,incorrect,0,4,0.0,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,18,B18,F,T,T,F,T,F,T,F,incorrect,incorrect,correct,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,19,B19,F,F,F,F,T,F,T,F,incorrect,correct,incorrect,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,20,B20,F,F,T,T,T,F,T,F,incorrect,correct,correct,incorrect,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,21,B21,T,T,F,F,T,F,T,F,correct,incorrect,incorrect,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,22,B22,T,F,T,F,T,F,T,F,correct,correct,correct,correct,4,4,1.0,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,23,B23,F,T,T,T,T,F,T,F,incorrect,incorrect,correct,incorrect,1,4,0.2,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,24,B24,T,T,F,F,T,F,T,F,correct,incorrect,incorrect,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,25,B25,T,T,T,F,T,F,T,F,correct,incorrect,correct,correct,3,4,0.6,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,26,B26,T,F,F,F,T,F,T,F,correct,correct,incorrect,correct,3,4,0.6,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,27,B27,T,T,F,F,T,F,T,F,correct,incorrect,incorrect,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,28,B28,T,T,F,T,T,F,T,F,correct,incorrect,incorrect,incorrect,1,4,0.2,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,29,B29,F,T,T,F,T,F,T,F,incorrect,incorrect,correct,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,30,B30,F,T,T,F,T,F,T,F,incorrect,incorrect,correct,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,31,B31,F,F,F,F,T,F,T,F,incorrect,correct,incorrect,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,32,B32,F,F,F,F,T,F,T,F,incorrect,correct,incorrect,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,33,B33,F,F,T,F,T,F,T,F,incorrect,correct,correct,correct,3,4,0.6,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,34,B34,F,T,T,T,T,F,T,F,incorrect,incorrect,correct,incorrect,1,4,0.2,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,35,B35,F,F,F,F,T,F,T,F,incorrect,correct,incorrect,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,36,B36,F,T,F,F,T,F,T,F,incorrect,incorrect,incorrect,correct,1,4,0.2,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,37,B37,T,F,F,T,T,F,T,F,correct,correct,incorrect,incorrect,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,38,B38,T,T,T,F,T,F,T,F,correct,incorrect,correct,correct,3,4,0.6,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,39,B39,T,T,F,T,T,F,T,F,correct,incorrect,incorrect,incorrect,1,4,0.2,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,40,B40,F,T,T,F,T,F,T,F,incorrect,incorrect,correct,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,41,B41,T,T,F,T,T,F,T,F,correct,incorrect,incorrect,incorrect,1,4,0.2,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,42,B42,F,T,T,F,T,F,T,F,incorrect,incorrect,correct,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,43,B43,T,F,F,T,T,F,T,F,correct,correct,incorrect,incorrect,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,44,B44,F,T,F,F,T,F,T,F,incorrect,incorrect,incorrect,correct,1,4,0.2,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,45,B45,T,T,T,T,T,F,T,F,correct,incorrect,correct,incorrect,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,46,B46,T,F,F,T,T,F,T,F,correct,correct,incorrect,incorrect,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,47,B47,T,T,T,F,T,F,T,F,correct,incorrect,correct,correct,3,4,0.6,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,48,B48,F,T,T,F,T,F,T,F,incorrect,incorrect,correct,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,49,B49,F,T,T,F,T,F,T,F,incorrect,incorrect,correct,correct,2,4,0.4,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,50,B50,T,T,F,T,T,F,T,F,correct,incorrect,incorrect,incorrect,1,4,0.2,1.0,,,,,,,,,
ABC-S1 B-1.pdf,1,grader v1.0.0,2026-07-22 19:47:05 EEST,B,,disabled,,disabled,0.0,4,TL;TR;BR;BL,,homography_4_markers,TOTAL,,,,,,,,,,,,,,,,,,105,95,0,0,101,99,0,20.39999999999999,50.0
